relative_path,class,label,global_score,patch_score
good/000.png,good,0,4.062408447265625,3.8024966716766357
good/001.png,good,0,3.431643009185791,4.173129558563232
good/002.png,good,0,3.985574722290039,3.6458241939544678
good/003.png,good,0,4.052491664886475,3.4694247245788574
good/004.png,good,0,3.6180765628814697,3.6851308345794678
good/005.png,good,0,3.41575026512146,3.565457344055176
good/006.png,good,0,7.677729606628418,4.347278118133545
good/007.png,good,0,3.6806142330169678,3.7223641872406006
good/008.png,good,0,4.763394832611084,3.628178358078003
good/009.png,good,0,3.2981374263763428,3.8804550170898438
good/010.png,good,0,4.07761812210083,4.635722637176514
good/011.png,good,0,3.437196731567383,3.7334225177764893
good/012.png,good,0,3.5011374950408936,3.508554220199585
good/013.png,good,0,2.977344274520874,3.706578016281128
good/014.png,good,0,3.5400116443634033,3.7800304889678955
good/015.png,good,0,4.483432292938232,3.6229426860809326
good/016.png,good,0,3.8889474868774414,3.885490894317627
good/017.png,good,0,3.692948818206787,3.639618158340454
good/018.png,good,0,4.695288181304932,3.433048963546753
good/019.png,good,0,4.277588844299316,3.6862411499023438
broken_large/000.png,broken_large,1,10.865403175354004,4.935107231140137
broken_large/001.png,broken_large,1,11.034256935119629,5.029003143310547
broken_large/002.png,broken_large,1,13.6500825881958,4.588982582092285
broken_large/003.png,broken_large,1,14.660843849182129,4.276881694793701
broken_large/004.png,broken_large,1,7.844250679016113,4.818309307098389
broken_large/005.png,broken_large,1,5.327758312225342,4.164866924285889
broken_large/006.png,broken_large,1,11.084522247314453,4.563756942749023
broken_large/007.png,broken_large,1,12.140542030334473,4.674191951751709
broken_large/008.png,broken_large,1,12.106250762939453,4.684131622314453
broken_large/009.png,broken_large,1,6.988941192626953,4.225928783416748
broken_large/010.png,broken_large,1,9.294468879699707,4.363183498382568
broken_large/011.png,broken_large,1,7.0465264320373535,4.632657051086426
broken_large/012.png,broken_large,1,8.324261665344238,4.3228230476379395
broken_large/013.png,broken_large,1,12.130058288574219,4.2181925773620605
broken_large/014.png,broken_large,1,7.638531684875488,4.926602363586426
broken_large/015.png,broken_large,1,8.560900688171387,4.319869041442871
broken_large/016.png,broken_large,1,12.617976188659668,4.481479167938232
broken_large/017.png,broken_large,1,11.155255317687988,4.704403877258301
broken_large/018.png,broken_large,1,13.54625415802002,4.80299711227417
broken_large/019.png,broken_large,1,11.76022720336914,4.542323112487793
broken_small/000.png,broken_small,1,4.89698600769043,4.3560566902160645
broken_small/001.png,broken_small,1,5.740830421447754,4.727527618408203
broken_small/002.png,broken_small,1,7.021132469177246,4.38780403137207
broken_small/003.png,broken_small,1,10.050217628479004,4.677643775939941
broken_small/004.png,broken_small,1,9.281380653381348,4.776103973388672
broken_small/005.png,broken_small,1,8.849772453308105,4.900588512420654
broken_small/006.png,broken_small,1,8.589198112487793,4.462785720825195
broken_small/007.png,broken_small,1,4.154655933380127,4.237655162811279
broken_small/008.png,broken_small,1,8.424904823303223,4.77055549621582
broken_small/009.png,broken_small,1,5.4482951164245605,4.277397632598877
broken_small/010.png,broken_small,1,7.283084392547607,4.618680000305176
broken_small/011.png,broken_small,1,5.444057941436768,4.504286289215088
broken_small/012.png,broken_small,1,10.366381645202637,4.541689872741699
broken_small/013.png,broken_small,1,5.458545207977295,4.346771240234375
broken_small/014.png,broken_small,1,5.150078773498535,4.530550003051758
broken_small/015.png,broken_small,1,6.694869041442871,3.9933571815490723
broken_small/016.png,broken_small,1,5.759846210479736,4.495890140533447
broken_small/017.png,broken_small,1,6.595885753631592,4.493314266204834
broken_small/018.png,broken_small,1,7.8441362380981445,4.89491081237793
broken_small/019.png,broken_small,1,7.602408409118652,5.086921691894531
broken_small/020.png,broken_small,1,5.92695426940918,5.077328681945801
broken_small/021.png,broken_small,1,5.081191062927246,5.2499680519104
contamination/000.png,contamination,1,11.459439277648926,4.184913635253906
contamination/001.png,contamination,1,7.645992755889893,3.9853408336639404
contamination/002.png,contamination,1,7.084218978881836,5.154299736022949
contamination/003.png,contamination,1,4.680594444274902,3.9266486167907715
contamination/004.png,contamination,1,5.1804914474487305,3.836864471435547
contamination/005.png,contamination,1,13.822891235351562,4.535575866699219
contamination/006.png,contamination,1,13.887507438659668,4.411388874053955
contamination/007.png,contamination,1,12.642533302307129,5.989916801452637
contamination/008.png,contamination,1,13.819564819335938,5.3394389152526855
contamination/009.png,contamination,1,10.815930366516113,5.347514629364014
contamination/010.png,contamination,1,15.003535270690918,4.2717437744140625
contamination/011.png,contamination,1,11.658418655395508,4.274762153625488
contamination/012.png,contamination,1,14.584321975708008,3.971096992492676
contamination/013.png,contamination,1,11.340339660644531,5.436435699462891
contamination/014.png,contamination,1,6.731131076812744,4.969903945922852
contamination/015.png,contamination,1,11.950626373291016,5.388859272003174
contamination/016.png,contamination,1,9.33922004699707,4.4994378089904785
contamination/017.png,contamination,1,12.327841758728027,5.620658874511719
contamination/018.png,contamination,1,6.702424049377441,6.448766231536865
contamination/019.png,contamination,1,4.898993492126465,4.123423099517822
contamination/020.png,contamination,1,12.393392562866211,3.9902074337005615
